"","iso3166_country","GID_0_gadm","NAME_0_gadm","GID_1_gadm","GID_1_edits","NAME_1_gadm","VARNAME_1_gadm","NL_NAME_1_gadm","TYPE_1_gadm","ENGTYPE_1_gadm","CC_1_gadm","HASC_1_gadm","region_polygoncluster","polygoncluster_name","project_ifnodata","project_ifconstructed","regionname_ISOenglish","regionname_alt","regionname_nativescript","regioncode","system","regioncode_changed","regioncode_old","Notes","mergekey","regioncode_disagg"
"96","AT","AUT","Austria","AUT.2_1","AUT.2_1","K√§rnten","Carinthia|Car√≠ntia|Carintia","K√§rnten","Bundesl√§nd|L√§nd","State",NA,"AT.KA","","",NA,NA,"Kärnten","Carinthia","Kärnten","AT-2","iso3166-2","","","","AT-2","AT-2"
"97","AT","AUT","Austria","AUT.3_1","AUT.3_1","Nieder√∂sterreich","Lower Austria|Baixa-√Åustria|Baja Austria|Niederdonau|√ñsterreich unter der Enns","Nieder√∂sterreich","Bundesl√§nd|L√§nd","State",NA,"AT.NO","","",NA,NA,"Niederösterreich","Lower Austria","Niederösterreich","AT-3","iso3166-2","","","","AT-3","AT-3"
"98","AT","AUT","Austria","AUT.4_1","AUT.4_1","Ober√∂sterreich","Upper Austria|Alta-√Åustria|Alta Austria|√ñsterreich ober der Enns|Ober√∂sterreich","Ober√∂sterreich","Bundesl√§nd|L√§nd","State",NA,"AT.OO","","",NA,NA,"Oberösterreich","Upper Austria","Oberösterreich","AT-4","iso3166-2","","","","AT-4","AT-4"
"99","AT","AUT","Austria","AUT.5_1","AUT.5_1","Salzburg","Salzburgo","Salzburg","Bundesl√§nd|L√§nd","State",NA,"AT.SZ","","",NA,NA,"Salzburg","Salzburg","Salzburg","AT-5","iso3166-2","","","","AT-5","AT-5"
"100","AT","AUT","Austria","AUT.6_1","AUT.6_1","Steiermark","Styria|Est¬°ria|Estiria","Steiermark","Bundesl√§nd|L√§nd","State",NA,"AT.ST","","",NA,NA,"Steiermark","Styria","Steiermark","AT-6","iso3166-2","","","","AT-6","AT-6"
"101","AT","AUT","Austria","AUT.7_1","AUT.7_1","Tirol","Tyrol","Tirol","Bundesl√§nd|L√§nd","State",NA,"AT.TR","","",NA,NA,"Tirol","Tyrol","Tirol","AT-7","iso3166-2","","","","AT-7","AT-7"
"102","AT","AUT","Austria","AUT.8_1","AUT.8_1","Vorarlberg",NA,"Vorarlberg","Bundesl√§nd|L√§nd","State",NA,"AT.VO","","",NA,NA,"Vorarlberg","Vorarlberg","Vorarlberg","AT-8","iso3166-2","","","","AT-8","AT-8"
"103","AT","AUT","Austria","AUT.9_1","AUT.9_1","Wien","Vienna|Viena","Wien","Bundesl√§nd|L√§nd","State",NA,"AT.WI","","",NA,NA,"Wien","Vienna","Wien","AT-9","iso3166-2","","","","AT-9","AT-9"
"104","AU","AUS","Australia","AUS.2_1","AUS.2_1","Australian Capital Territory",NA,"Australian Capital Territory","Territory","Territory","8","AU.AC","","",NA,NA,"Australian Capital Territory","","Australian Capital Territory","AU-ACT","iso3166-2","","","","AU-ACT","AU-ACT"
"105","AU","AUS","Australia","AUS.5_1","AUS.5_1","New South Wales",NA,"New South Wales","State","State","1","AU.NS","","",NA,NA,"New South Wales","","New South Wales","AU-NSW","iso3166-2","","","","AU-NSW","AU-NSW"
"106","AU","AUS","Australia","AUS.6_1","AUS.6_1","Northern Territory",NA,"Northern Territory","Territory","Territory","7","AU.NT","","",NA,NA,"Northern Territory","","Northern Territory","AU-NT","iso3166-2","","","","AU-NT","AU-NT"
"107","AU","AUS","Australia","AUS.7_1","AUS.7_1","Queensland",NA,"Queensland","State","State","3","AU.QL","","",NA,NA,"Queensland","","Queensland","AU-QLD","iso3166-2","","","","AU-QLD","AU-QLD"
"108","AU","AUS","Australia","AUS.8_1","AUS.8_1","South Australia",NA,"South Australia","State","State","4","AU.SA","","",NA,NA,"South Australia","","South Australia","AU-SA","iso3166-2","","","","AU-SA","AU-SA"
"109","AU","AUS","Australia","AUS.9_1","AUS.9_1","Tasmania",NA,"Tasmania","State","State","6","AU.TS","","",NA,NA,"Tasmania","","Tasmania","AU-TAS","iso3166-2","","","","AU-TAS","AU-TAS"
"110","AU","AUS","Australia","AUS.10_1","AUS.10_1","Victoria",NA,"Victoria","State","State","2","AU.VI","","",NA,NA,"Victoria","","Victoria","AU-VIC","iso3166-2","","","","AU-VIC","AU-VIC"
"111","AU","AUS","Australia","AUS.11_1","AUS.11_1","Western Australia",NA,"Western Australia","State","State","5","AU.WA","","",NA,NA,"Western Australia","","Western Australia","AU-WA","iso3166-2","","","","AU-WA","AU-WA"
"112","AZ","AZE","Azerbaijan","AZE.1_1","AZE.1_1","Absheron",NA,"Absheron","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Absheron","","Abşeron","AZ-ABSHERON","ypccc","","","","AZ-ABSHERON","AZ-ABSHERON"
"113","AZ","AZE","Azerbaijan","AZE.2_1","AZE.2_1","Aran",NA,"Aran","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Aran","","Aran","AZ-ARAN","ypccc","","","","AZ-ARAN","AZ-ARAN"
"114","AZ","AZE","Azerbaijan","AZE.3_1","AZE.3_1","Daglig-Shirvan",NA,"Daglig-Shirvan","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Ganja-Qazakh","","Gəncə-Qazax","AZ-GANJA","ypccc","","","","AZ-GANJA","AZ-GANJA"
"115","AZ","AZE","Azerbaijan","AZE.4_1","AZE.4_1","Ganja-Qazakh",NA,"Ganja-Qazakh","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Guba-Khachmaz","","Quba-Xaçmaz","AZ-GUBA","ypccc","","","","AZ-GUBA","AZ-GUBA"
"116","AZ","AZE","Azerbaijan","AZE.5_1","AZE.5_1","Kalbajar-Lachin",NA,"Kalbajar-Lachin","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Kalbajar-Lachin","","Kəlbəcər-Laçın","AZ-KALBAJAR","ypccc","","","","AZ-KALBAJAR","AZ-KALBAJAR"
"117","AZ","AZE","Azerbaijan","AZE.6_1","AZE.6_1","Lankaran",NA,"Lankaran","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Lankaran","","Lənkəran","AZ-LANKARAN","ypccc","","","","AZ-LANKARAN","AZ-LANKARAN"
"118","AZ","AZE","Azerbaijan","AZE.7_1","AZE.7_1","Nakhchivan",NA,"Nakhchivan","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Mountainous Shirvan","","Dağlıq Şirvan","AZ-SHIRVAN","ypccc","","","","AZ-SHIRVAN","AZ-SHIRVAN"
"119","AZ","AZE","Azerbaijan","AZE.8_1","AZE.8_1","Quba-Khachmaz",NA,"Quba-Khachmaz","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Nakhchivan","","Naxçıvan","AZ-NAKCHIVAN","ypccc","","","","AZ-NAKCHIVAN","AZ-NAKCHIVAN"
"120","AZ","AZE","Azerbaijan","AZE.9_1","AZE.9_1","Shaki-Zaqatala",NA,"Shaki-Zaqatala","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Shaki-Zaqatala","","Şəki-Zaqatala","AZ-SHEKI","ypccc","","","","AZ-SHEKI","AZ-SHEKI"
"121","AZ","AZE","Azerbaijan","AZE.10_1","AZE.10_1","Yukhari-Karabakh",NA,"Yukhari-Karabakh","ƒ∞qtisadi Rayonu","Region",NA,NA,"","",NA,NA,"Yukhari-Karabakh","","Yuxarı Qarabağ","AZ-YUKHARI","ypccc","","","","AZ-YUKHARI","AZ-YUKHARI"
"122","BA","BIH","Bosnia and Herzegovina","BIH.1_1","BIH.1_1","Brƒçko",NA,"Brƒçko","Distrikt","District",NA,"BA.BR","","",NA,NA,"Brčko distrikt","Brčko District","Brčko Distrikt ","BA-BRC","iso3166-2","","","","BA-BRC","BA-BRC"
"123","BA","BIH","Bosnia and Herzegovina","BIH.2_1","BIH.2_1","Federacija Bosna i Hercegovina","Federation of Bosnia and Herzegovina","Federacija Bosna i Hercegovina","Entity","Entity",NA,"BA.BF","","",NA,NA,"Federacija Bosne i Hercegovine","Federation of Bosnia and Herzegovina","Federacija Bosne i Hercegovine","BA-BIH","iso3166-2","","","","BA-BIH","BA-BIH"
"124","BA","BIH","Bosnia and Herzegovina","BIH.3_1","BIH.3_1","Repuplika Srpska","Serbian Republic","Repuplika Srpska","Entity","Entity",NA,"BA.SR","","",NA,NA,"Republika Srpska","Republika Srpska","Republika Srpska","BA-SRP","iso3166-2","","","","BA-SRP","BA-SRP"
"125","BB","BRB","Barbados","BRB.1_1","BRB.1_1","Christ Church",NA,"Christ Church","Parish","Parish",NA,"BB.CC","nat","Barbados",NA,NA,"Christ Church","","Christ Church","BB.nat","iso3166-2","","","","BB.nat","BB-01"
"126","BB","BRB","Barbados","BRB.2_1","BRB.2_1","Saint Andrew",NA,"Saint Andrew","Parish","Parish",NA,"BB.AN","nat","Barbados",NA,NA,"Saint Andrew","","Saint Andrew","BB.nat","iso3166-2","","","","BB.nat","BB-02"
"127","BB","BRB","Barbados","BRB.3_1","BRB.3_1","Saint George",NA,"Saint George","Parish","Parish",NA,"BB.GE","nat","Barbados",NA,NA,"Saint George","","Saint George","BB.nat","iso3166-2","","","","BB.nat","BB-03"
"128","BB","BRB","Barbados","BRB.4_1","BRB.4_1","Saint James",NA,"Saint James","Parish","Parish",NA,"BB.JM","nat","Barbados",NA,NA,"Saint James","","Saint James","BB.nat","iso3166-2","","","","BB.nat","BB-04"
"129","BB","BRB","Barbados","BRB.5_1","BRB.5_1","Saint John",NA,"Saint John","Parish","Parish",NA,"BB.JN","nat","Barbados",NA,NA,"Saint John","","Saint John","BB.nat","iso3166-2","","","","BB.nat","BB-05"
"130","BB","BRB","Barbados","BRB.6_1","BRB.6_1","Saint Joseph",NA,"Saint Joseph","Parish","Parish",NA,"BB.JS","nat","Barbados",NA,NA,"Saint Joseph","","Saint Joseph","BB.nat","iso3166-2","","","","BB.nat","BB-06"
"131","BB","BRB","Barbados","BRB.7_1","BRB.7_1","Saint Lucy",NA,"Saint Lucy","Parish","Parish",NA,"BB.LU","nat","Barbados",NA,NA,"Saint Lucy","","Saint Lucy","BB.nat","iso3166-2","","","","BB.nat","BB-07"
"132","BB","BRB","Barbados","BRB.8_1","BRB.8_1","Saint Michael",NA,"Saint Michael","Parish","Parish",NA,"BB.MI","nat","Barbados",NA,NA,"Saint Michael","","Saint Michael","BB.nat","iso3166-2","","","","BB.nat","BB-08"
"133","BB","BRB","Barbados","BRB.9_1","BRB.9_1","Saint Peter",NA,"Saint Peter","Parish","Parish",NA,"BB.PE","nat","Barbados",NA,NA,"Saint Peter","","Saint Peter","BB.nat","iso3166-2","","","","BB.nat","BB-09"
"134","BB","BRB","Barbados","BRB.10_1","BRB.10_1","Saint Philip",NA,"Saint Philip","Parish","Parish",NA,"BB.PH","nat","Barbados",NA,NA,"Saint Philip","","Saint Philip","BB.nat","iso3166-2","","","","BB.nat","BB-10"
"135","BB","BRB","Barbados","BRB.11_1","BRB.11_1","Saint Thomas",NA,"Saint Thomas","Parish","Parish",NA,"BB.TH","nat","Barbados",NA,NA,"Saint Thomas","","Saint Thomas","BB.nat","iso3166-2","","","","BB.nat","BB-11"
"136","BD","BGD","Bangladesh","BGD.1_1","BGD.1_1","Barisal","Bakerganj","Barisal","Bibhag","Division","10","BD.BA","","",NA,NA,"Barisal","","বরিশাল","BD-A","iso3166-2","","","","BD-A","BD-A"
"137","BD","BGD","Bangladesh","BGD.2_1","BGD.2_1","Chittagong","Chattagram|Parbattya Chattagram|Rangamati","Chittagong","Bibhag","Division","20","BD.CG","","",NA,NA,"Chittagong","","চট্টগ্রাম","BD-B","iso3166-2","","","","BD-B","BD-B"
"138","BD","BGD","Bangladesh","BGD.3_1","BGD.3_1","Dhaka","Daca|Dacca","Dhaka","Bibhag","Division","30","BD.DH","","",NA,NA,"Dhaka","","ঢাকা","BD-C","iso3166-2","","","","BD-C","BD-C"
"139","BD","BGD","Bangladesh","BGD.4_1","BGD.4_1","Khulna"," ","Khulna","Bibhag","Division","40","BD.KH","","",NA,NA,"Khulna","","খুলনা","BD-D","iso3166-2","","","","BD-D","BD-D"
"140","BD","BGD","Bangladesh","","BD-H","","","","","","","","","",NA,NA,"Mymensingh","","ময়মনসিংহ","BD-H","iso3166-2","","","","BD-H","BD-H"
"141","BD","BGD","Bangladesh","BGD.5_1","BGD.5_1","Rajshahi"," ","Rajshahi","Bibhag","Division","50","BD.RS","","",NA,NA,"Rajshahi","","রাজশাহী","BD-E","iso3166-2","","","","BD-E","BD-E"
"142","BD","BGD","Bangladesh","BGD.6_1","BGD.6_1","Rangpur"," ","Rangpur","Bibhag","Division","55","BD.RP","","",NA,NA,"Rangpur","","রংপুর","BD-F","iso3166-2","","","","BD-F","BD-F"
"143","BD","BGD","Bangladesh","BGD.7_1","BGD.7_1","Sylhet"," ","Sylhet","Bibhag","Division","60","BD.SY","","",NA,NA,"Sylhet","","সিলেট","BD-G","iso3166-2","","","","BD-G","BD-G"
"144","BE","BEL","Belgium","BEL.2.1_1","BEL.2.1_1","Antwerpen","Amberes|Antu√©rpia|Antwerp|Anvers|Anversa",NA,"Provincie","Province",NA,"BE.AN","","",NA,NA,"Antwerpen ","","Antwerpen ","BE-VAN","iso3166-2","","","","BE-VAN","BE-VAN"
"145","BE","BEL","Belgium","BEL.3.1_1","BEL.3.1_1","Brabant Wallon","Waals Brabant|Walloon Brabant",NA,"Province","Provincie",NA,"BE.BW","","",NA,NA,"Brabant wallon ","","Brabant wallon ","BE-WBR","iso3166-2","","","","BE-WBR","BE-WBR"
"146","BE","BEL","Belgium","BEL.1.1_1","BEL.1.1_1","Bruxelles","Brussel Hoofstadt|Brusselse Hoofdstedelijke Gewest|Br√ºssel|Bruxelas|R√©gion de Bruxelles-Capitale|Brussels|Bruselas",NA,"Hoofdstedelijk Gewest|R√©gion Capitale","Capital Region",NA,"BE.BU","","",NA,NA,"Brussels Hoofdstedelijk Gewest","Bruxelles-Capitale, Région de","Brussels / Bruxelles","BE-BRU","iso3166-2","","","","BE-BRU","BE-BRU"
"147","BE","BEL","Belgium","BEL.3.2_1","BEL.3.2_1","Hainaut","Henegouwen|Hennegau",NA,"Province","Provincie",NA,"BE.HT","","",NA,NA,"Hainaut","","Hainaut","BE-WHT","iso3166-2","","","","BE-WHT","BE-WHT"
"148","BE","BEL","Belgium","BEL.3.3_1","BEL.3.3_1","Li√®ge","Luik|Liegi|Lieja|L√ºttich",NA,"Province","Provincie",NA,"BE.LG","","",NA,NA,"Liège","","Liège","BE-WLG","iso3166-2","","","","BE-WLG","BE-WLG"
"149","BE","BEL","Belgium","BEL.2.2_1","BEL.2.2_1","Limburg","Limbourg|Limburgo",NA,"Provincie","Province",NA,"BE.LI","","",NA,NA,"Limburg","","Limburg","BE-VLI","iso3166-2","","","","BE-VLI","BE-VLI"
"150","BE","BEL","Belgium","BEL.3.4_1","BEL.3.4_1","Luxembourg","Lussemburgo|Luxemburg|Luxemburgo",NA,"Province","Provincie",NA,"BE.LX","","",NA,NA,"Luxembourg ","","Luxembourg ","BE-WLX","iso3166-2","","","","BE-WLX","BE-WLX"
"151","BE","BEL","Belgium","BEL.3.5_1","BEL.3.5_1","Namur","Namen",NA,"Province","Provincie",NA,"BE.NA","","",NA,NA,"Namur ","","Namur ","BE-WNA","iso3166-2","","","","BE-WNA","BE-WNA"
"152","BE","BEL","Belgium","BEL.2.3_1","BEL.2.3_1","Oost-Vlaanderen","Flandres Oriental|Fiandra Orientale|Flandes Oriental|Flandre orientale|East Flanders|Ost Flandern",NA,"Provincie","Province",NA,"BE.OV","","",NA,NA,"Oost-Vlaanderen","","Oost-Vlaanderen","BE-VOV","iso3166-2","","","","BE-VOV","BE-VOV"
"153","BE","BEL","Belgium","BEL.2.4_1","BEL.2.4_1","Vlaams Brabant","Brabant Flamand|Brabante Flamenco|Brabante Flamengo|Flemish Brabant",NA,"Provincie","Province",NA,"BE.VB","","",NA,NA,"Vlaams-Brabant","","Vlaams-Brabant","BE-VBR","iso3166-2","","","","BE-VBR","BE-VBR"
"154","BE","BEL","Belgium","BEL.2.5_1","BEL.2.5_1","West-Vlaanderen","Fiandra Occidentale|Flandes Occidental|Flandre occidentale|Flandres Ocidental|West Flandern|West Flanders",NA,"Provincie","Province",NA,"BE.WV","","",NA,NA,"West-Vlaanderen","","West-Vlaanderen","BE-VWV","iso3166-2","","","","BE-VWV","BE-VWV"
"155","BF","BFA","Burkina Faso","BFA.1_1","BFA.1_1","Boucle du Mouhoun",NA,"Boucle du Mouhoun","R√©gion","Region",NA,"BF.BO","","",NA,NA,"Boucle du Mouhoun","","Boucle du Mouhoun","BF-01","iso3166-2","","","","BF-01","BF-01"
"156","BF","BFA","Burkina Faso","BFA.2_1","BFA.2_1","Cascades",NA,"Cascades","R√©gion","Region",NA,"BF.CD","","",NA,NA,"Cascades","","Cascades","BF-02","iso3166-2","","","","BF-02","BF-02"
"157","BF","BFA","Burkina Faso","BFA.7_1","BFA.7_1","Centre",NA,"Centre","R√©gion","Region",NA,"BF.CT","","",NA,NA,"Centre","","Centre","BF-03","iso3166-2","","","","BF-03","BF-03"
"158","BF","BFA","Burkina Faso","BFA.3_1","BFA.3_1","Centre-Est",NA,"Centre-Est","R√©gion","Region",NA,"BF.CE","","",NA,NA,"Centre-Est","","Centre-Est","BF-04","iso3166-2","","","","BF-04","BF-04"
"159","BF","BFA","Burkina Faso","BFA.4_1","BFA.4_1","Centre-Nord",NA,"Centre-Nord","R√©gion","Region",NA,"BF.CN","","",NA,NA,"Centre-Nord","","Centre-Nord","BF-05","iso3166-2","","","","BF-05","BF-05"
"160","BF","BFA","Burkina Faso","BFA.5_1","BFA.5_1","Centre-Ouest",NA,"Centre-Ouest","R√©gion","Region",NA,"BF.CO","","",NA,NA,"Centre-Ouest","","Centre-Ouest","BF-06","iso3166-2","","","","BF-06","BF-06"
"161","BF","BFA","Burkina Faso","BFA.6_1","BFA.6_1","Centre-Sud",NA,"Centre-Sud","R√©gion","Region",NA,"BF.CS","","",NA,NA,"Centre-Sud","","Centre-Sud","BF-07","iso3166-2","","","","BF-07","BF-07"
"162","BF","BFA","Burkina Faso","BFA.8_1","BFA.8_1","Est",NA,"Est","R√©gion","Region",NA,"BF.ES","","",NA,NA,"Est","","Est","BF-08","iso3166-2","","","","BF-08","BF-08"
"163","BF","BFA","Burkina Faso","BFA.9_1","BFA.9_1","Haut-Bassins",NA,"Haut-Bassins","R√©gion","Region",NA,"BF.HB","","",NA,NA,"Hauts-Bassins","","Hauts-Bassins","BF-09","iso3166-2","","","","BF-09","BF-09"
"164","BF","BFA","Burkina Faso","BFA.10_1","BFA.10_1","Nord",NA,"Nord","R√©gion","Region",NA,"BF.NO","","",NA,NA,"Nord","","Nord","BF-10","iso3166-2","","","","BF-10","BF-10"
"165","BF","BFA","Burkina Faso","BFA.11_1","BFA.11_1","Plateau-Central",NA,"Plateau-Central","R√©gion","Region",NA,"BF.PC","","",NA,NA,"Plateau-Central","","Plateau-Central","BF-11","iso3166-2","","","","BF-11","BF-11"
"166","BF","BFA","Burkina Faso","BFA.12_1","BFA.12_1","Sahel",NA,"Sahel","R√©gion","Region",NA,"BF.SA","","",NA,NA,"Sahel","","Sahel","BF-12","iso3166-2","","","","BF-12","BF-12"
"167","BF","BFA","Burkina Faso","BFA.13_1","BFA.13_1","Sud-Ouest",NA,"Sud-Ouest","R√©gion","Region",NA,"BF.SO","","",NA,NA,"Sud-Ouest","","Sud-Ouest","BF-13","iso3166-2","","","","BF-13","BF-13"
"168","BG","BGR","Bulgaria","","BG32","","","","","","","","","",NA,NA,"Severen tsentralen","","Северен централен район за планиране","BG32","nuts2","","","","BG32","BG32"
"169","BG","BGR","Bulgaria","","BG33","","","","","","","","","",NA,NA,"Severoiztochen","","Североизточен район за планиране","BG33","nuts2","","","","BG33","BG33"
"170","BG","BGR","Bulgaria","","BG31","","","","","","","","","",NA,NA,"Severozapaden","","Северозападен район за планиране","BG31","nuts2","","","","BG31","BG31"
"171","BG","BGR","Bulgaria","","BG34","","","","","","","","","",NA,NA,"Yugoiztochen","","Югоизточен район за планиране","BG34","nuts2","","","","BG34","BG34"
"172","BG","BGR","Bulgaria","","BG41","","","","","","","","","",NA,NA,"Yugozapaden","","Югозападен район за планиране","BG41","nuts2","","","","BG41","BG41"
"173","BG","BGR","Bulgaria","","BG42","","","","","","","","","",NA,NA,"Yuzhen tsentralen","","Южен централен район за планиране","BG42","nuts2","","","","BG42","BG42"
"174","BH","BHR","Bahrain","BHR.2_1","BHR.2_1","Central","al-Muhafazah al-Wustah","Central","Muhafazah","Governorate",NA,"BH.CE","","",NA,NA,"Al ‘Āşimah","Capital Governorate","محافظة العاصمة","BH-13","iso3166-2","","","","BH-13","BH-13"
"175","BH","BHR","Bahrain","BHR.5_1","BHR.5_1","Southern","al-Muhafazah al-Janobiyah","Southern","Muhafazah","Governorate",NA,"BH.SO","","",NA,NA,"Al Janūbīyah","Southern Governorate","المحافظة الجنوبية","BH-14","iso3166-2","","","","BH-14","BH-14"
"176","BH","BHR","Bahrain","BHR.3_1","BHR.3_1","Muharraq","Muhafazat al-Muharaq","Muharraq","Muhafazah","Governorate",NA,"BH.MU","","",NA,NA,"Al Muḩarraq","Muharraq Governorate","محافظة المحرق","BH-15","iso3166-2","","","","BH-15","BH-15"
"177","BH","BHR","Bahrain","BHR.4_1","BHR.4_1","Northern","al-Muhafazah ash-Shamaliyah","Northern","Muhafazah","Governorate",NA,"BH.NO","","",NA,NA,"Ash Shamālīyah","Northern Governorate","المحافظة الشمالية","BH-17","iso3166-2","","","","BH-17","BH-17"
"178","BI","BDI","Burundi","BDI.1_1","BDI.1_1","Bubanza",NA,"Bubanza","Province","Province","003BDI001","BI.BB","","",NA,NA,"Bubanza","","Bubanza","BI-BB","iso3166-2","","","","BI-BB","BI-BB"
"179","BI","BDI","Burundi","BDI.2_1","BDI.2_1","Bujumbura Mairie",NA,"Bujumbura Mairie","Province","Province","003BDI017","BI.BM","","",NA,NA,"Bujumbura Mairie","","Bujumbura Mairie","BI-BM","iso3166-2","","","","BI-BM","BI-BM"
"180","BI","BDI","Burundi","BDI.3_1","BDI.3_1","Bujumbura Rural","Usumbura","Bujumbura Rural","Province","Province","003BDI002","BI.BU","","",NA,1,"Bujumbura Rural","","Bujumbura Rural","BI-BL","iso3166-2","","","","BI-BL","BI-BL"
"181","BI","BDI","Burundi","BDI.4_1","BDI.4_1","Bururi",NA,"Bururi","Province","Province","003BDI003","BI.BR","","",NA,1,"Bururi","","Bururi","BI-BR","iso3166-2","","","","BI-BR","BI-BR"
"182","BI","BDI","Burundi","BDI.5_1","BDI.5_1","Cankuzo",NA,"Cankuzo","Province","Province","003BDI004","BI.CA","","",NA,NA,"Cankuzo","","Cankuzo","BI-CA","iso3166-2","","","","BI-CA","BI-CA"
"183","BI","BDI","Burundi","BDI.6_1","BDI.6_1","Cibitoke",NA,"Cibitoke","Province","Province","003BDI005","BI.CI","","",NA,NA,"Cibitoke","","Cibitoke","BI-CI","iso3166-2","","","","BI-CI","BI-CI"
"184","BI","BDI","Burundi","BDI.7_1","BDI.7_1","Gitega","Kitega","Gitega","Province","Province","003BDI006","BI.GI","","",NA,NA,"Gitega","","Gitega","BI-GI","iso3166-2","","","","BI-GI","BI-GI"
"185","BI","BDI","Burundi","BDI.8_1","BDI.8_1","Karuzi","Karusi","Karuzi","Province","Province","003BDI007","BI.KR","","",NA,NA,"Karuzi","","Karuzi","BI-KR","iso3166-2","","","","BI-KR","BI-KR"
"186","BI","BDI","Burundi","BDI.9_1","BDI.9_1","Kayanza",NA,"Kayanza","Province","Province","003BDI008","BI.KY","","",NA,NA,"Kayanza","","Kayanza","BI-KY","iso3166-2","","","","BI-KY","BI-KY"
"187","BI","BDI","Burundi","BDI.10_1","BDI.10_1","Kirundo",NA,"Kirundo","Province","Province","003BDI009","BI.KI","","",NA,NA,"Kirundo","","Kirundo","BI-KI","iso3166-2","","","","BI-KI","BI-KI"
"188","BI","BDI","Burundi","BDI.11_1","BDI.11_1","Makamba",NA,"Makamba","Province","Province","003BDI010","BI.MA","","",NA,NA,"Makamba","","Makamba","BI-MA","iso3166-2","","","","BI-MA","BI-MA"
"189","BI","BDI","Burundi","BDI.12_1","BDI.12_1","Muramvya","Muramviya","Muramvya","Province","Province","003BDI011","BI.MV","","",NA,NA,"Muramvya","","Muramvya","BI-MU","iso3166-2","","","","BI-MU","BI-MU"
"190","BI","BDI","Burundi","BDI.13_1","BDI.13_1","Muyinga","Muhinga","Muyinga","Province","Province","003BDI012","BI.MY","","",NA,NA,"Muyinga","","Muyinga","BI-MY","iso3166-2","","","","BI-MY","BI-MY"
"191","BI","BDI","Burundi","BDI.14_1","BDI.14_1","Mwaro",NA,"Mwaro","Province","Province","003BDI013","BI.MW","","",1,NA,"Mwaro","","Mwaro","BI-MW","iso3166-2","","","","BI-MW","BI-MW"
"192","BI","BDI","Burundi","BDI.15_1","BDI.15_1","Ngozi",NA,"Ngozi","Province","Province","003BDI014","BI.NG","","",NA,NA,"Ngozi","","Ngozi","BI-NG","iso3166-2","","","","BI-NG","BI-NG"
"193","BI","BDI","Burundi","","BI-RM","","","","","","","","","",NA,1,"Rumonge","","Rumonge","BI-RM","iso3166-2","","","","BI-RM","BI-RM"
"194","BI","BDI","Burundi","BDI.16_1","BDI.16_1","Rutana",NA,"Rutana","Province","Province","003BDI015","BI.RT","","",NA,NA,"Rutana","","Rutana","BI-RT","iso3166-2","","","","BI-RT","BI-RT"
"195","BI","BDI","Burundi","BDI.17_1","BDI.17_1","Ruyigi",NA,"Ruyigi","Province","Province","003BDI016","BI.RY","","",NA,NA,"Ruyigi","","Ruyigi","BI-RY","iso3166-2","","","","BI-RY","BI-RY"
"196","BJ","BEN","Benin","BEN.1_1","BEN.1_1","Alibori",NA,"Alibori","D√©partement","Department",NA,"BJ.AL","","",NA,NA,"Alibori","","Alibori","BJ-AL","iso3166-2","","","","BJ-AL","BJ-AL"
"197","BJ","BEN","Benin","BEN.2_1","BEN.2_1","Atakora",NA,"Atakora","D√©partement","Department",NA,"BJ.AK","","",NA,NA,"Atacora","","Atacora","BJ-AK","iso3166-2","","","","BJ-AK","BJ-AK"
"198","BJ","BEN","Benin","BEN.3_1","BEN.3_1","Atlantique",NA,"Atlantique","D√©partement","Department",NA,"BJ.AQ","","",NA,NA,"Atlantique","","Atlantique","BJ-AQ","iso3166-2","","","","BJ-AQ","BJ-AQ"
"199","BJ","BEN","Benin","BEN.4_1","BEN.4_1","Borgou",NA,"Borgou","D√©partement","Department",NA,"BJ.BO","","",NA,NA,"Borgou","","Borgou","BJ-BO","iso3166-2","","","","BJ-BO","BJ-BO"
"200","BJ","BEN","Benin","BEN.5_1","BEN.5_1","Collines",NA,"Collines","D√©partement","Department",NA,"BJ.CL","","",NA,NA,"Collines","","Collines","BJ-CO","iso3166-2","","","","BJ-CO","BJ-CO"
"201","BJ","BEN","Benin","BEN.6_1","BEN.6_1","Donga",NA,"Donga","D√©partement","Department",NA,"BJ.DO","","",NA,NA,"Couffo","","Couffo","BJ-KO","iso3166-2","","","","BJ-KO","BJ-KO"
"202","BJ","BEN","Benin","BEN.7_1","BEN.7_1","Kouffo","Couffo","Kouffo","D√©partement","Department",NA,"BJ.CF","","",NA,NA,"Donga","","Donga","BJ-DO","iso3166-2","","","","BJ-DO","BJ-DO"
